week,date,operation_unit,process_stage,region,orders_processed,orders_delayed,defects_count,avg_processing_time,customer_complaints,cost_per_order
12,2021-03-19,Warehouse A,shipping,North,4,200,0,3.89,200,508.79
12,2021-03-19,Warehouse B,order_processing,South,1,0,0,0.5,100,728.53
12,2021-03-19,Warehouse B,packaging,South,1,100,0,0.5,0,452.9
12,2021-03-19,Support Team,delivery,West,1,100,0,3.23,100,296.35
12,2021-03-19,Support Team,order_processing,West,1,0,0,1.09,0,999.85
12,2021-03-19,Support Team,packaging,West,1,0,0,1.65,100,293.52
12,2021-03-19,Warehouse A,delivery,North,7,600,0,2.43,600,495.83
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,2.75,800,409.01
12,2021-03-19,Warehouse A,packaging,North,2,100,0,1.86,100,231.78
12,2021-03-19,Warehouse A,shipping,North,4,300,0,1.93,300,740.58
12,2021-03-19,Support Team,order_processing,West,2,100,0,2.24,200,598.56
12,2021-03-19,Support Team,shipping,West,1,100,0,0.51,100,376.75
12,2021-03-19,Warehouse A,delivery,North,15,1100,0,2.67,1000,556.55
12,2021-03-19,Warehouse A,order_processing,North,3,200,0,2.72,200,381.85
12,2021-03-19,Warehouse A,packaging,North,2,0,0,2.8,0,120.59
12,2021-03-19,Warehouse A,shipping,North,1,100,0,5.0,0,928.47
12,2021-03-19,Support Team,delivery,West,3,300,0,2.1,200,764.78
12,2021-03-19,Support Team,order_processing,West,1,100,0,1.75,0,883.95
12,2021-03-19,Warehouse A,delivery,North,1,0,0,1.77,100,999.97
12,2021-03-19,Warehouse A,order_processing,North,7,600,0,1.75,500,517.93
12,2021-03-19,Warehouse A,packaging,North,5,300,0,2.21,400,349.71
12,2021-03-19,Warehouse A,shipping,North,6,600,0,2.07,500,211.83
12,2021-03-19,Warehouse B,shipping,South,1,100,0,1.42,100,161.16
12,2021-03-19,Support Team,delivery,West,1,0,0,2.58,100,395.32
12,2021-03-19,Support Team,order_processing,West,1,0,0,0.53,100,418.16
12,2021-03-19,Warehouse A,delivery,North,9,600,0,2.47,700,253.42
12,2021-03-19,Warehouse A,order_processing,North,6,300,0,2.01,400,609.31
12,2021-03-19,Warehouse A,packaging,North,5,300,0,2.5,500,507.22
12,2021-03-19,Warehouse A,shipping,North,2,200,0,3.41,200,662.32
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.99,100,109.67
12,2021-03-19,Support Team,shipping,West,1,100,0,2.96,0,147.64
12,2021-03-19,Warehouse A,delivery,North,5,500,0,2.03,200,503.67
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,1.99,600,552.68
12,2021-03-19,Warehouse A,packaging,North,6,600,0,1.95,400,463.35
12,2021-03-19,Warehouse A,shipping,North,2,100,0,1.69,200,152.95
12,2021-03-19,Warehouse B,delivery,South,1,100,0,1.56,0,819.68
12,2021-03-19,Support Team,delivery,West,1,0,0,4.53,100,415.26
12,2021-03-19,Support Team,packaging,West,3,100,0,2.81,300,451.33
12,2021-03-19,Support Team,shipping,West,1,100,0,0.51,100,913.76
12,2021-03-19,Warehouse A,delivery,North,7,400,0,1.98,600,438.51
12,2021-03-19,Warehouse A,order_processing,North,9,700,0,1.14,800,362.43
12,2021-03-19,Warehouse A,packaging,North,1,100,0,0.52,100,894.55
12,2021-03-19,Warehouse A,shipping,North,1,0,0,1.22,100,972.09
12,2021-03-19,Warehouse B,packaging,South,1,100,0,4.85,100,659.78
12,2021-03-19,Support Team,delivery,West,2,200,0,1.45,0,414.69
12,2021-03-19,Support Team,packaging,West,1,0,0,0.75,100,786.86
12,2021-03-19,Warehouse A,delivery,North,6,400,0,2.3,200,462.65
12,2021-03-19,Warehouse A,order_processing,North,6,500,0,2.79,600,619.38
12,2021-03-19,Warehouse A,packaging,North,5,300,0,1.75,400,593.17
12,2021-03-19,Warehouse A,shipping,North,3,300,0,4.35,200,488.74
12,2021-03-19,Warehouse B,delivery,South,1,100,0,4.14,100,859.99
12,2021-03-19,Support Team,delivery,West,2,200,0,2.52,200,790.97
12,2021-03-19,Support Team,order_processing,West,3,300,0,0.57,0,252.02
12,2021-03-19,Support Team,packaging,West,2,100,0,2.17,100,506.19
12,2021-03-19,Warehouse A,delivery,North,5,400,0,1.38,300,797.87
12,2021-03-19,Warehouse A,order_processing,North,5,500,0,1.18,200,421.58
12,2021-03-19,Warehouse A,packaging,North,1,100,0,3.2,100,522.55
12,2021-03-19,Warehouse A,shipping,North,4,300,0,3.07,400,413.28
12,2021-03-19,Warehouse B,delivery,South,1,100,0,4.99,0,105.97
12,2021-03-19,Warehouse B,packaging,South,1,100,0,0.89,100,908.49
12,2021-03-19,Support Team,delivery,West,1,100,0,0.6,100,218.75
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.75,0,109.66
12,2021-03-19,Warehouse A,delivery,North,8,600,0,2.97,700,463.98
12,2021-03-19,Warehouse A,order_processing,North,8,500,0,2.08,600,576.21
12,2021-03-19,Warehouse A,packaging,North,4,300,0,1.5,200,339.35
12,2021-03-19,Warehouse A,shipping,North,1,100,0,1.03,100,650.56
12,2021-03-19,Warehouse B,packaging,South,1,100,0,0.83,0,475.8
12,2021-03-19,Support Team,delivery,West,3,300,0,2.06,200,539.02
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.9,100,920.84
12,2021-03-19,Support Team,shipping,West,1,100,0,0.5,0,825.96
12,2021-03-19,Warehouse A,delivery,North,4,200,0,1.94,300,533.64
12,2021-03-19,Warehouse A,order_processing,North,7,500,0,2.85,600,482.27
12,2021-03-19,Warehouse A,packaging,North,7,400,0,1.46,500,429.66
12,2021-03-19,Warehouse A,shipping,North,1,100,0,4.1,100,145.19
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.91,100,282.26
12,2021-03-19,Warehouse A,delivery,North,11,1000,0,1.81,700,436.43
12,2021-03-19,Warehouse A,order_processing,North,5,300,0,1.98,400,623.87
12,2021-03-19,Warehouse A,packaging,North,4,400,0,2.95,400,306.43
12,2021-03-19,Warehouse A,shipping,North,3,200,0,1.96,100,491.06
12,2021-03-19,Support Team,delivery,West,1,100,0,2.15,100,933.62
12,2021-03-19,Support Team,order_processing,West,1,100,0,3.52,100,439.25
12,2021-03-19,Support Team,shipping,West,2,200,0,1.58,200,305.25
12,2021-03-19,Warehouse A,delivery,North,4,300,0,2.17,300,661.15
12,2021-03-19,Warehouse A,order_processing,North,6,500,0,3.54,500,528.43
12,2021-03-19,Warehouse A,packaging,North,4,300,0,2.63,300,909.88
12,2021-03-19,Warehouse A,shipping,North,6,400,0,2.02,300,321.66
12,2021-03-19,Warehouse A,delivery,North,9,600,0,1.74,600,467.95
12,2021-03-19,Warehouse A,order_processing,North,8,500,0,2.55,600,481.14
12,2021-03-19,Warehouse A,packaging,North,3,100,0,2.45,300,284.41
12,2021-03-19,Warehouse A,shipping,North,2,200,0,3.54,200,510.0
12,2021-03-19,Warehouse B,delivery,South,1,0,0,1.41,100,118.72
12,2021-03-19,Warehouse B,shipping,South,1,100,0,5.0,100,699.26
12,2021-03-19,Support Team,delivery,West,1,100,0,1.0,0,979.22
12,2021-03-19,Warehouse A,delivery,North,5,300,0,2.73,300,496.78
12,2021-03-19,Warehouse A,order_processing,North,8,500,0,2.08,300,569.72
12,2021-03-19,Warehouse A,packaging,North,3,200,0,2.53,300,200.04
12,2021-03-19,Warehouse A,shipping,North,5,100,0,1.9,400,291.92
12,2021-03-19,Warehouse B,order_processing,South,1,0,0,4.5,0,821.03
12,2021-03-19,Warehouse B,shipping,South,1,100,0,2.87,100,172.81
12,2021-03-19,Support Team,order_processing,West,1,0,0,1.38,100,219.02
12,2021-03-19,Support Team,shipping,West,1,100,0,4.88,0,765.22
12,2021-03-19,Warehouse A,delivery,North,9,700,0,2.52,700,462.3
12,2021-03-19,Warehouse A,order_processing,North,7,600,0,2.14,300,195.56
12,2021-03-19,Warehouse A,packaging,North,3,200,0,2.36,200,166.56
12,2021-03-19,Warehouse A,shipping,North,3,100,0,2.33,100,441.83
12,2021-03-19,Support Team,order_processing,West,3,300,0,2.26,300,407.23
12,2021-03-19,Warehouse A,delivery,North,6,500,0,3.45,600,639.52
12,2021-03-19,Warehouse A,order_processing,North,5,500,0,2.35,200,387.05
12,2021-03-19,Warehouse A,packaging,North,7,400,0,1.83,500,422.24
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.38,100,533.87
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,4.47,100,832.83
12,2021-03-19,Support Team,delivery,West,1,0,0,4.71,0,415.9
12,2021-03-19,Support Team,order_processing,West,2,200,0,2.11,200,659.71
12,2021-03-19,Support Team,shipping,West,1,100,0,3.95,100,546.7
12,2021-03-19,Warehouse A,delivery,North,6,600,0,2.05,200,664.38
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,2.58,500,405.08
12,2021-03-19,Warehouse A,packaging,North,3,200,0,0.71,100,487.06
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.35,200,465.32
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.53,100,103.98
12,2021-03-19,Support Team,delivery,West,2,200,0,2.84,200,541.35
12,2021-03-19,Support Team,order_processing,West,1,0,0,1.57,100,104.73
12,2021-03-19,Support Team,packaging,West,1,100,0,4.93,100,983.47
12,2021-03-19,Warehouse A,delivery,North,6,300,0,2.29,500,672.62
12,2021-03-19,Warehouse A,order_processing,North,6,500,0,2.18,300,495.94
12,2021-03-19,Warehouse A,packaging,North,4,400,0,2.55,400,648.67
12,2021-03-19,Warehouse A,shipping,North,3,100,0,2.36,200,454.78
12,2021-03-19,Warehouse B,delivery,South,1,100,0,1.33,100,626.14
12,2021-03-19,Support Team,delivery,West,1,100,0,4.92,100,106.27
12,2021-03-19,Support Team,order_processing,West,4,300,0,4.13,200,461.44
12,2021-03-19,Support Team,shipping,West,1,100,0,0.55,0,993.95
12,2021-03-19,Warehouse A,delivery,North,4,300,0,2.26,300,670.28
12,2021-03-19,Warehouse A,order_processing,North,11,800,0,2.39,700,339.38
12,2021-03-19,Warehouse A,packaging,North,1,100,0,0.64,0,118.21
12,2021-03-19,Warehouse A,shipping,North,2,200,0,0.87,100,685.11
12,2021-03-19,Support Team,delivery,West,3,100,0,2.31,200,330.56
12,2021-03-19,Support Team,order_processing,West,2,200,0,2.7,200,936.66
12,2021-03-19,Warehouse A,delivery,North,5,300,0,2.69,400,459.61
12,2021-03-19,Warehouse A,order_processing,North,11,900,0,2.4,500,539.16
12,2021-03-19,Warehouse A,packaging,North,2,100,0,3.9,200,151.48
12,2021-03-19,Warehouse A,shipping,North,1,100,0,4.21,100,299.64
12,2021-03-19,Support Team,delivery,West,1,100,0,0.52,100,494.98
12,2021-03-19,Support Team,packaging,West,1,0,0,4.81,100,106.98
12,2021-03-19,Warehouse A,delivery,North,7,700,0,2.43,300,369.37
12,2021-03-19,Warehouse A,order_processing,North,7,400,0,2.08,600,383.95
12,2021-03-19,Warehouse A,packaging,North,1,100,0,0.58,100,108.28
12,2021-03-19,Warehouse A,shipping,North,6,200,0,1.89,600,363.0
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,0.74,0,768.76
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.93,0,328.09
12,2021-03-19,Support Team,shipping,West,1,100,0,0.92,100,185.49
12,2021-03-19,Warehouse A,delivery,North,5,300,0,1.74,300,309.06
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,2.77,300,333.83
12,2021-03-19,Warehouse A,packaging,North,8,600,0,2.37,600,519.31
12,2021-03-19,Warehouse A,shipping,North,3,100,0,2.73,200,152.44
12,2021-03-19,Warehouse B,delivery,South,1,100,0,2.38,100,125.42
12,2021-03-19,Support Team,order_processing,West,3,200,0,2.45,200,691.42
12,2021-03-19,Warehouse A,delivery,North,5,500,0,3.0,200,463.44
12,2021-03-19,Warehouse A,order_processing,North,7,300,0,1.28,400,623.28
12,2021-03-19,Warehouse A,packaging,North,4,300,0,2.09,0,357.36
12,2021-03-19,Warehouse A,shipping,North,5,300,0,2.45,300,304.44
12,2021-03-19,Support Team,delivery,West,1,0,0,4.57,100,361.51
12,2021-03-19,Warehouse A,delivery,North,9,800,0,1.94,600,436.81
12,2021-03-19,Warehouse A,order_processing,North,5,500,0,2.05,300,315.24
12,2021-03-19,Warehouse A,packaging,North,2,100,0,1.0,200,544.37
12,2021-03-19,Warehouse A,shipping,North,7,700,0,1.45,500,509.73
12,2021-03-19,Support Team,delivery,West,3,200,0,3.39,200,602.03
12,2021-03-19,Support Team,order_processing,West,2,200,0,3.83,200,569.76
12,2021-03-19,Warehouse A,delivery,North,2,200,0,4.49,200,303.07
12,2021-03-19,Warehouse A,order_processing,North,12,1000,0,2.6,1000,456.81
12,2021-03-19,Warehouse A,packaging,North,2,200,0,1.79,200,496.47
12,2021-03-19,Warehouse A,shipping,North,3,300,0,1.7,200,478.15
12,2021-03-19,Support Team,order_processing,West,2,200,0,3.59,200,375.85
12,2021-03-19,Warehouse A,delivery,North,5,300,0,3.03,500,324.94
12,2021-03-19,Warehouse A,order_processing,North,10,800,0,2.36,600,482.09
12,2021-03-19,Warehouse A,packaging,North,5,300,0,3.12,500,452.6
12,2021-03-19,Warehouse A,shipping,North,1,100,0,0.52,100,754.91
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,4.22,100,100.06
12,2021-03-19,Support Team,order_processing,West,2,200,0,1.29,100,349.93
12,2021-03-19,Support Team,packaging,West,1,0,0,0.5,100,999.91
12,2021-03-19,Warehouse A,delivery,North,6,400,0,2.96,400,307.04
12,2021-03-19,Warehouse A,order_processing,North,10,700,0,3.0,600,422.74
12,2021-03-19,Warehouse A,packaging,North,3,200,0,2.86,300,664.53
12,2021-03-19,Warehouse A,shipping,North,1,100,0,0.66,100,997.06
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,0.66,100,852.13
12,2021-03-19,Support Team,packaging,West,1,100,0,0.65,100,932.86
12,2021-03-19,Warehouse A,delivery,North,8,500,0,1.87,700,532.83
12,2021-03-19,Warehouse A,order_processing,North,7,600,0,2.01,600,505.79
12,2021-03-19,Warehouse A,packaging,North,5,400,0,1.37,400,625.52
12,2021-03-19,Warehouse A,shipping,North,2,100,0,1.51,200,322.03
12,2021-03-19,Warehouse B,shipping,South,1,100,0,1.4,0,299.65
12,2021-03-19,Support Team,delivery,West,2,200,0,2.39,200,535.49
12,2021-03-19,Support Team,shipping,West,1,100,0,1.25,0,226.58
12,2021-03-19,Warehouse A,delivery,North,7,700,0,1.8,500,586.37
12,2021-03-19,Warehouse A,order_processing,North,8,500,0,2.43,300,404.16
12,2021-03-19,Warehouse A,packaging,North,3,200,0,2.48,300,457.61
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.35,200,288.73
12,2021-03-19,Warehouse B,delivery,South,1,100,0,2.02,100,279.58
12,2021-03-19,Support Team,order_processing,West,2,100,0,2.77,100,560.91
12,2021-03-19,Warehouse A,delivery,North,5,300,0,2.66,300,221.33
12,2021-03-19,Warehouse A,order_processing,North,10,800,0,2.18,700,478.31
12,2021-03-19,Warehouse A,packaging,North,3,300,0,2.01,200,845.3
12,2021-03-19,Warehouse A,shipping,North,3,200,0,1.24,200,649.37
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,0.91,100,765.29
12,2021-03-19,Support Team,delivery,West,2,200,0,0.78,100,831.28
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.9,100,244.74
12,2021-03-19,Support Team,packaging,West,3,0,0,2.05,300,358.84
12,2021-03-19,Warehouse A,delivery,North,7,500,0,2.49,400,447.4
12,2021-03-19,Warehouse A,order_processing,North,6,400,0,1.89,600,381.01
12,2021-03-19,Warehouse A,packaging,North,2,200,0,2.02,0,437.91
12,2021-03-19,Warehouse A,shipping,North,3,300,0,2.67,200,323.43
12,2021-03-19,Support Team,order_processing,West,2,100,0,1.72,0,287.58
12,2021-03-19,Warehouse A,delivery,North,8,800,0,2.34,700,327.39
12,2021-03-19,Warehouse A,order_processing,North,6,500,0,3.19,600,613.66
12,2021-03-19,Warehouse A,packaging,North,3,300,0,0.67,0,691.95
12,2021-03-19,Warehouse A,shipping,North,3,100,0,3.55,200,574.66
12,2021-03-19,Warehouse B,delivery,South,1,0,0,1.34,100,139.43
12,2021-03-19,Warehouse B,order_processing,South,1,0,0,3.39,0,334.41
12,2021-03-19,Support Team,order_processing,West,1,100,0,2.64,100,103.73
12,2021-03-19,Support Team,shipping,West,1,100,0,0.81,100,995.25
12,2021-03-19,Warehouse A,delivery,North,4,400,0,1.95,300,397.09
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,1.82,600,436.28
12,2021-03-19,Warehouse A,packaging,North,4,300,0,2.13,200,303.87
12,2021-03-19,Warehouse A,shipping,North,5,500,0,3.77,200,426.29
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,3.5,100,988.37
12,2021-03-19,Support Team,delivery,West,1,100,0,0.62,100,246.81
12,2021-03-19,Support Team,order_processing,West,1,100,0,1.47,100,252.63
12,2021-03-19,Support Team,packaging,West,2,0,0,0.86,200,449.58
12,2021-03-19,Warehouse A,delivery,North,6,400,0,1.82,500,475.47
12,2021-03-19,Warehouse A,order_processing,North,6,400,0,2.32,400,491.15
12,2021-03-19,Warehouse A,packaging,North,4,400,0,2.06,300,356.32
12,2021-03-19,Warehouse A,shipping,North,4,200,0,1.89,200,305.93
12,2021-03-19,Support Team,delivery,West,1,100,0,0.98,100,775.03
12,2021-03-19,Support Team,order_processing,West,1,0,0,4.52,100,203.22
12,2021-03-19,Support Team,packaging,West,2,100,0,1.41,100,472.68
12,2021-03-19,Warehouse A,delivery,North,9,400,0,1.65,400,584.06
12,2021-03-19,Warehouse A,order_processing,North,5,300,0,1.67,400,441.38
12,2021-03-19,Warehouse A,packaging,North,4,300,0,2.62,200,842.61
12,2021-03-19,Warehouse A,shipping,North,1,0,0,4.18,100,729.84
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,4.58,100,947.07
12,2021-03-19,Support Team,shipping,West,1,100,0,0.54,0,757.42
12,2021-03-19,Warehouse A,delivery,North,11,700,0,1.55,600,387.0
12,2021-03-19,Warehouse A,order_processing,North,5,200,0,1.81,300,470.18
12,2021-03-19,Warehouse A,packaging,North,3,200,0,1.32,200,486.76
12,2021-03-19,Warehouse A,shipping,North,4,200,0,1.81,400,547.4
12,2021-03-19,Support Team,delivery,West,1,100,0,0.98,100,396.88
12,2021-03-19,Support Team,order_processing,West,2,200,0,2.64,200,960.54
12,2021-03-19,Support Team,packaging,West,1,100,0,3.9,100,116.95
12,2021-03-19,Warehouse A,delivery,North,9,400,0,1.78,600,638.28
12,2021-03-19,Warehouse A,order_processing,North,7,500,0,1.83,500,372.47
12,2021-03-19,Warehouse A,packaging,North,3,300,0,1.13,300,471.36
12,2021-03-19,Warehouse B,delivery,South,1,100,0,4.73,100,458.09
12,2021-03-19,Support Team,delivery,West,2,100,0,0.59,200,331.84
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.58,0,545.59
12,2021-03-19,Warehouse A,delivery,North,6,400,0,2.51,400,650.78
12,2021-03-19,Warehouse A,order_processing,North,3,300,0,4.17,200,717.6
12,2021-03-19,Warehouse A,packaging,North,8,600,0,2.36,400,587.55
12,2021-03-19,Warehouse A,shipping,North,2,100,0,3.23,200,173.69
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,4.55,100,809.05
12,2021-03-19,Warehouse B,packaging,South,1,100,0,0.8,100,710.67
12,2021-03-19,Support Team,delivery,West,2,200,0,2.44,0,295.69
12,2021-03-19,Support Team,shipping,West,2,200,0,1.52,200,508.1
12,2021-03-19,Warehouse A,delivery,North,4,400,0,2.06,300,151.65
12,2021-03-19,Warehouse A,order_processing,North,6,400,0,2.68,500,375.05
12,2021-03-19,Warehouse A,packaging,North,2,100,0,3.68,200,154.48
12,2021-03-19,Warehouse A,shipping,North,5,500,0,1.03,500,506.57
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.5,100,666.36
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,2.6,100,921.11
12,2021-03-19,Warehouse B,shipping,South,1,100,0,0.95,100,896.46
12,2021-03-19,Warehouse A,delivery,North,6,300,0,2.28,400,608.51
12,2021-03-19,Warehouse A,order_processing,North,9,800,0,1.81,400,314.08
12,2021-03-19,Warehouse A,packaging,North,4,400,0,1.46,300,413.74
12,2021-03-19,Warehouse A,shipping,North,4,300,0,1.62,400,456.36
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,2.32,100,395.97
12,2021-03-19,Support Team,delivery,West,2,100,0,4.11,100,546.48
12,2021-03-19,Support Team,order_processing,West,4,200,0,2.56,300,277.29
12,2021-03-19,Warehouse A,delivery,North,3,100,0,3.81,100,406.21
12,2021-03-19,Warehouse A,order_processing,North,6,500,0,2.97,600,289.39
12,2021-03-19,Warehouse A,packaging,North,4,300,0,1.74,100,253.57
12,2021-03-19,Warehouse A,shipping,North,4,300,0,1.75,100,566.95
12,2021-03-19,Warehouse B,packaging,South,1,100,0,3.84,100,481.55
12,2021-03-19,Support Team,delivery,West,1,0,0,0.5,100,109.75
12,2021-03-19,Support Team,order_processing,West,1,0,0,4.65,100,184.33
12,2021-03-19,Support Team,packaging,West,1,0,0,4.56,100,128.54
12,2021-03-19,Warehouse A,delivery,North,7,600,0,2.32,300,308.68
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,2.76,300,604.1
12,2021-03-19,Warehouse A,packaging,North,4,400,0,3.39,100,539.31
12,2021-03-19,Warehouse A,shipping,North,3,100,0,2.06,300,581.35
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.54,100,853.63
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,3.19,100,127.11
12,2021-03-19,Support Team,order_processing,West,2,200,0,1.83,200,471.64
12,2021-03-19,Support Team,packaging,West,1,100,0,2.82,0,352.0
12,2021-03-19,Warehouse A,delivery,North,3,300,0,1.67,200,262.77
12,2021-03-19,Warehouse A,order_processing,North,7,400,0,2.64,400,537.46
12,2021-03-19,Warehouse A,packaging,North,9,700,0,1.58,300,416.95
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.09,200,587.15
12,2021-03-19,Support Team,delivery,West,2,200,0,4.83,100,788.17
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.67,100,101.2
12,2021-03-19,Warehouse A,delivery,North,3,300,0,2.42,200,130.16
12,2021-03-19,Warehouse A,order_processing,North,9,700,0,2.79,900,601.4
12,2021-03-19,Warehouse A,packaging,North,5,500,0,3.86,500,281.87
12,2021-03-19,Warehouse A,shipping,North,3,200,0,3.15,200,478.87
12,2021-03-19,Warehouse B,packaging,South,1,100,0,4.99,100,441.48
12,2021-03-19,Support Team,delivery,West,1,0,0,2.28,100,139.73
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.52,0,274.48
12,2021-03-19,Support Team,packaging,West,1,0,0,2.92,0,229.72
12,2021-03-19,Support Team,shipping,West,2,100,0,2.61,100,488.68
12,2021-03-19,Warehouse A,delivery,North,6,400,0,1.41,400,132.5
12,2021-03-19,Warehouse A,order_processing,North,8,300,0,1.68,500,652.03
12,2021-03-19,Warehouse A,packaging,North,2,200,0,2.57,100,140.0
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.03,200,504.38
12,2021-03-19,Warehouse B,delivery,South,1,100,0,2.39,100,122.68
12,2021-03-19,Support Team,delivery,West,1,0,0,2.61,100,254.13
12,2021-03-19,Support Team,order_processing,West,2,200,0,0.98,100,524.76
12,2021-03-19,Support Team,packaging,West,1,0,0,4.01,100,120.3
12,2021-03-19,Support Team,shipping,West,2,200,0,1.54,100,665.21
12,2021-03-19,Warehouse A,delivery,North,5,400,0,1.99,300,322.43
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,2.45,400,522.17
12,2021-03-19,Warehouse A,packaging,North,4,200,0,2.51,300,378.0
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.66,200,560.26
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,2.22,100,246.12
12,2021-03-19,Warehouse B,packaging,South,1,100,0,0.92,100,185.31
12,2021-03-19,Support Team,delivery,West,3,100,0,3.27,200,385.57
12,2021-03-19,Warehouse A,delivery,North,2,200,0,1.82,200,708.16
12,2021-03-19,Warehouse A,order_processing,North,13,1100,0,2.19,700,619.26
12,2021-03-19,Warehouse A,packaging,North,2,200,0,3.56,100,533.09
12,2021-03-19,Warehouse A,shipping,North,2,100,0,3.96,200,122.08
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,0.57,100,115.03
12,2021-03-19,Warehouse B,shipping,South,1,100,0,0.52,100,344.95
12,2021-03-19,Support Team,packaging,West,1,100,0,1.34,0,379.32
12,2021-03-19,Warehouse A,delivery,North,6,600,0,2.81,500,277.2
12,2021-03-19,Warehouse A,order_processing,North,9,400,0,1.85,500,430.05
12,2021-03-19,Warehouse A,packaging,North,3,200,0,1.97,200,340.81
12,2021-03-19,Warehouse A,shipping,North,5,300,0,1.26,300,668.9
12,2021-03-19,Support Team,delivery,West,1,100,0,0.5,0,810.49
12,2021-03-19,Warehouse A,delivery,North,4,400,0,1.33,300,241.08
12,2021-03-19,Warehouse A,order_processing,North,10,900,0,3.24,800,586.48
12,2021-03-19,Warehouse A,packaging,North,1,100,0,3.98,100,151.04
12,2021-03-19,Warehouse A,shipping,North,6,200,0,1.98,500,386.31
12,2021-03-19,Warehouse B,packaging,South,2,100,0,1.43,100,386.41
12,2021-03-19,Support Team,delivery,West,1,100,0,4.98,100,109.06
12,2021-03-19,Support Team,shipping,West,1,100,0,1.56,0,999.83
12,2021-03-19,Warehouse A,delivery,North,8,400,0,2.45,600,351.17
12,2021-03-19,Warehouse A,order_processing,North,6,300,0,2.12,600,660.92
12,2021-03-19,Warehouse A,packaging,North,5,300,0,2.4,400,345.39
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.24,100,491.37
12,2021-03-19,Warehouse B,delivery,South,1,100,0,4.19,100,100.23
12,2021-03-19,Support Team,order_processing,West,1,100,0,1.37,100,943.29
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.05,400,524.02
12,2021-03-19,Warehouse A,order_processing,North,11,900,0,1.92,800,398.71
12,2021-03-19,Warehouse A,packaging,North,3,300,0,2.28,200,475.75
12,2021-03-19,Warehouse A,shipping,North,3,200,0,3.43,200,811.67
12,2021-03-19,Support Team,delivery,West,1,100,0,2.81,100,938.07
12,2021-03-19,Support Team,order_processing,West,3,200,0,1.86,300,302.34
12,2021-03-19,Support Team,packaging,West,1,100,0,1.91,100,272.91
12,2021-03-19,Warehouse A,delivery,North,8,500,0,2.15,400,479.91
12,2021-03-19,Warehouse A,order_processing,North,6,400,0,2.78,300,279.85
12,2021-03-19,Warehouse A,packaging,North,2,200,0,1.9,200,176.05
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.22,200,542.72
12,2021-03-19,Warehouse B,delivery,South,1,0,0,0.51,100,127.34
12,2021-03-19,Support Team,order_processing,West,3,200,0,2.58,100,121.18
12,2021-03-19,Support Team,shipping,West,2,200,0,0.66,0,288.45
12,2021-03-19,Warehouse A,delivery,North,3,200,0,2.02,100,337.64
12,2021-03-19,Warehouse A,order_processing,North,9,600,0,2.33,700,397.17
12,2021-03-19,Warehouse A,packaging,North,2,100,0,0.54,200,251.78
12,2021-03-19,Warehouse A,shipping,North,3,200,0,1.0,100,382.36
12,2021-03-19,Warehouse B,delivery,South,1,100,0,4.64,0,366.39
12,2021-03-19,Warehouse B,order_processing,South,1,0,0,0.86,0,100.41
12,2021-03-19,Support Team,delivery,West,2,200,0,2.5,200,368.1
12,2021-03-19,Support Team,order_processing,West,2,0,0,3.64,0,782.19
12,2021-03-19,Warehouse A,delivery,North,7,300,0,3.32,500,594.78
